Filename,Word Count,COCA_Academic_Bigram_Frequency,COCA_Academic_Bigram_Range,COCA_Academic_Bigram_Frequency_Log,COCA_Academic_Bigram_Range_Log,COCA_academic_bi_MI,COCA_academic_bi_MI2,COCA_academic_bi_T,COCA_academic_bi_DP,COCA_academic_bi_AC,COCA_academic_bi_prop_10k,COCA_academic_bi_prop_20k,COCA_academic_bi_prop_30k,COCA_academic_bi_prop_40k,COCA_academic_bi_prop_50k,COCA_academic_bi_prop_60k,COCA_academic_bi_prop_70k,COCA_academic_bi_prop_80k,COCA_academic_bi_prop_90k,COCA_academic_bi_prop_100k
base_text0.txt,250,83.6931199267,0.0943852514988,0.988410429541,-1.58705447474,1.17212966431,7.79659585234,26.1486177835,0.0192896332989,4236.44724039,0.325301204819,0.377510040161,0.457831325301,0.497991967871,0.534136546185,0.558232931727,0.59437751004,0.626506024096,0.630522088353,0.650602409639
base_text1.txt,258,192.550594482,0.169061146325,1.38414981321,-1.24740092436,1.44591374952,8.98160354309,44.2644752128,0.0427595665999,10205.4397013,0.455252918288,0.513618677043,0.568093385214,0.607003891051,0.645914396887,0.665369649805,0.68093385214,0.684824902724,0.692607003891,0.692607003891
base_text2.txt,251,118.450083842,0.116812193598,1.22778193361,-1.38821011744,1.66617898197,8.84181842697,38.390386112,0.049157979431,6188.17623301,0.424,0.504,0.548,0.576,0.592,0.608,0.616,0.628,0.644,0.648
