filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C
C1_original_corrected.txt, 259, 16.1875,15.2352941176,11.7727272727,1.375,1.82352941176,1.29411764706,0.227272727273,0.294117647059,1.0625,0.294117647059,0.470588235294,0.363636363636,2.64705882353,2.04545454545
B1_original_corrected.txt, 172, 17.2,15.6363636364,6.61538461538,2.6,2.72727272727,2.36363636364,0.307692307692,0.727272727273,1.1,0.545454545455,0.0909090909091,0.0384615384615,1.45454545455,0.615384615385
B2_normalized.txt, 256, 17.0666666667,15.0588235294,7.31428571429,2.33333333333,2.52941176471,2.05882352941,0.457142857143,0.941176470588,1.13333333333,0.588235294118,0.117647058824,0.0571428571429,1.64705882353,0.8
B1_normalized.txt, 250, 16.6666666667,15.625,6.41025641026,2.6,2.875,2.4375,0.358974358974,0.875,1.06666666667,0.5625,0.1875,0.0769230769231,1.5625,0.641025641026
B2_original_corrected.txt, 357, 15.5217391304,14.28,7.28571428571,2.13043478261,2.48,1.96,0.408163265306,0.8,1.08695652174,0.52,0.12,0.0612244897959,1.68,0.857142857143
C1_normalized.txt, 255, 15.9375,15.0,11.5909090909,1.375,1.82352941176,1.29411764706,0.227272727273,0.294117647059,1.0625,0.294117647059,0.411764705882,0.318181818182,2.64705882353,2.04545454545
